	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0301340"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.85	0.01	0.00	0.00	12.47
"FBtr0334482"	33.29	0.00	56.72	0.00	0.00	39.37	24.40	42.04	38.36	36.57	22.25	55.78
"FBtr0334483"	139.28	48.00	158.28	12.00	17.00	243.04	174.48	181.11	202.77	123.43	114.75	240.64
"FBtr0344988"	19.43	0.00	0.00	0.00	0.00	0.00	25.12	0.00	6.87	0.00	0.00	0.00
"FBtr0070427"	4.15	0.00	2.44	0.00	0.00	3.08	2.66	0.00	5.24	1.00	1.00	3.47
"FBtr0070428"	19.85	19.00	58.56	0.00	0.00	2.92	20.34	51.00	59.76	0.00	0.00	6.53
"FBtr0082670"	7603.26	7278.39	6623.73	5608.23	6874.60	7603.16	2415.91	2433.29	1930.50	3504.11	3652.01	2830.57
"FBtr0082671"	96.14	148.80	104.87	110.51	145.95	118.75	67.52	0.00	15.66	100.04	112.16	62.49
"FBtr0301661"	5061.60	3882.81	3604.40	4150.26	3388.45	4565.09	841.57	659.71	711.84	1190.86	1059.83	627.94
"FBtr0081267"	150.25	94.59	28.50	200.25	352.56	346.38	520.52	909.36	1098.96	958.12	1319.69	971.88
"FBtr0081268"	359.98	520.79	410.71	249.24	389.22	499.38	652.04	1043.60	1646.83	759.24	1187.26	863.46
"FBtr0081269"	190.81	283.94	99.64	128.18	181.40	278.29	18.89	127.52	154.56	299.97	355.81	363.20
"FBtr0081270"	0.00	0.00	0.00	35.70	38.91	37.95	61.82	57.12	146.34	159.29	33.30	145.45
"FBtr0100597"	282.96	224.68	283.15	58.64	26.91	0.00	333.73	170.40	12.30	44.38	92.94	0.00
"FBtr0084511"	3339.43	2280.15	2353.38	1865.36	1599.25	2231.72	265.67	332.17	413.32	663.29	757.35	772.31
"FBtr0084512"	1570.57	1382.85	775.62	1701.64	1931.75	2285.28	206.33	223.83	237.68	733.71	1004.65	550.69
"FBtr0080875"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	52.55	0.00	0.00
"FBtr0080876"	0.00	0.00	0.00	23.00	0.00	0.00	0.00	0.00	26.66	0.00	0.00	55.98
"FBtr0080877"	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080878"	0.00	0.00	0.01	0.00	8.29	49.00	26.57	0.00	0.00	49.45	84.62	0.00
"FBtr0100399"	0.00	0.00	17.99	0.00	0.00	0.00	27.43	64.00	42.34	0.00	0.00	0.00
"FBtr0100400"	12.96	8.96	0.00	0.00	8.71	0.00	0.00	0.00	0.00	0.00	24.38	58.02
"FBtr0080046"	1657.74	1698.94	1332.42	1046.83	1066.55	1467.91	353.87	224.11	369.00	495.12	683.37	446.50
"FBtr0333490"	44.26	44.06	77.58	239.17	526.45	191.09	45.13	135.89	0.00	185.88	81.63	47.50
"FBtr0078348"	1778.17	1947.15	2173.95	1182.59	2125.44	1970.24	1105.56	1111.54	712.37	1671.21	1887.74	1469.67
"FBtr0078349"	237.20	152.75	209.78	153.43	135.93	227.71	120.09	120.99	112.71	185.89	71.91	128.32
"FBtr0078350"	588.95	548.71	231.31	415.60	487.89	578.13	215.66	211.52	250.75	426.66	329.37	560.59
"FBtr0330156"	3913.67	2709.39	2289.96	2713.38	2528.74	2672.92	1763.69	901.95	780.17	1834.25	1788.99	1126.42
"FBtr0088710"	7375.06	6580.12	5635.38	5275.87	5675.75	6586.54	1916.73	1449.66	1067.38	3307.10	3169.83	2431.16
"FBtr0339337"	117.94	101.88	143.62	107.13	108.25	120.46	26.27	6.34	17.62	61.90	41.17	57.84
"FBtr0114543"	3156.00	3022.00	2132.00	1961.00	1945.00	2222.00	450.00	646.00	913.00	619.00	1034.00	750.00
"FBtr0080643"	53.72	127.55	36.00	58.94	241.77	345.95	1540.47	1668.14	2778.07	1315.22	2507.00	2287.07
"FBtr0342913"	146.28	77.45	125.00	221.06	215.23	290.05	445.53	740.86	237.93	582.78	0.00	5.93
"FBtr0073375"	23.00	13.00	1.61	25.27	14.19	12.73	29.57	22.44	24.54	28.52	35.08	50.62
"FBtr0309972"	0.00	0.00	18.39	8.73	7.81	44.27	14.43	30.56	10.46	56.48	68.92	48.38
"FBtr0082128"	50.85	65.86	0.00	0.00	0.00	0.00	31.87	45.50	0.00	34.94	0.00	47.50
"FBtr0082129"	0.81	0.00	663.49	24.12	116.55	0.00	247.41	156.06	331.63	465.35	124.88	227.31
"FBtr0331693"	4791.33	4417.14	3384.51	3406.88	3972.45	4283.00	2479.72	2421.44	1731.37	3109.71	3886.12	3071.18
"FBtr0071806"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074576"	3229.00	2645.00	2011.00	2345.00	2037.00	2763.00	661.00	685.00	786.00	1498.00	1654.00	1309.00
"FBtr0071556"	12.00	9.00	9.00	11.00	26.00	24.00	217.00	291.00	298.00	132.00	237.00	235.00
"FBtr0082880"	1.00	1.00	2.00	2.00	3.00	6.00	6.00	5.00	15.00	18.00	13.00	22.00
"FBtr0084092"	0.00	0.00	4.00	4.00	0.00	8.28	2.46	5.00	0.00	11.00	8.03	0.00
"FBtr0300061"	0.00	0.00	0.00	0.00	0.00	1.72	0.00	0.00	3.00	0.00	1.58	0.00
"FBtr0332438"	1.00	0.00	0.00	0.00	3.00	0.00	2.54	0.00	0.00	0.00	4.39	6.00
"FBtr0070764"	9.00	5.00	21.00	0.00	0.00	0.00	27.37	32.00	29.00	0.00	12.00	16.01
"FBtr0308348"	0.00	0.00	0.00	3.00	1.00	15.00	1.63	0.00	0.00	15.00	0.00	6.99
"FBtr0085732"	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	4.00	0.00	0.00	2.00
"FBtr0304582"	2.00	0.00	4.00	0.00	3.00	0.00	2.00	3.00	0.00	3.00	6.00	0.00
"FBtr0334546"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070099"	15.00	5.00	2.00	2.00	1.00	6.00	30.00	14.00	36.00	19.00	27.00	6.00
"FBtr0082569"	7.00	32.00	50.00	15.00	12.00	22.00	12.00	24.00	27.00	6.00	50.00	13.00
"FBtr0082570"	86.00	84.00	57.00	381.00	429.00	413.00	4.00	4.00	5.00	69.00	128.00	33.00
"FBtr0082571"	3.00	1.00	18.00	1.00	2.00	4.00	3.00	7.00	8.00	12.00	15.00	7.00
"FBtr0082572"	4.00	6.00	4.00	5.00	14.00	13.00	12.00	28.00	26.00	43.00	414.00	126.00
"FBtr0082573"	2.00	3.00	6.00	1.00	1.00	2.00	7.00	7.00	5.00	1.00	13.00	5.00
"FBtr0082574"	10.00	13.00	91.00	3.00	1.00	6.00	15.00	36.00	33.00	8.00	33.00	14.00
"FBtr0082575"	2.00	8.00	10.00	0.00	5.00	1.00	12.00	32.00	27.00	2.00	10.00	6.00
"FBtr0078686"	408.31	265.14	337.61	75.57	0.00	95.44	0.00	73.37	80.10	0.00	0.00	31.75
"FBtr0078687"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344265"	1392.69	1085.86	922.39	705.43	715.00	932.56	200.00	155.63	100.90	294.00	361.00	231.25
"FBtr0087223"	0.00	0.00	0.00	0.00	0.00	10.44	70.81	100.51	134.00	21.71	39.87	42.51
"FBtr0301751"	5.00	0.00	0.00	9.00	0.00	13.56	37.19	11.71	0.00	0.00	44.96	27.37
"FBtr0340021"	0.00	9.00	3.00	0.00	19.00	0.00	0.00	25.79	0.00	88.29	50.17	97.12
"FBtr0086625"	637.00	714.00	600.00	313.00	353.00	377.00	630.00	711.00	688.00	475.00	505.00	485.00
"FBtr0071897"	23768.00	25679.00	20707.00	19534.00	24297.00	23413.00	29320.00	34635.00	42201.00	30567.00	41387.00	32860.00
"FBtr0081228"	3656.74	3855.62	2760.67	2334.35	1820.69	2195.44	65.00	93.00	66.00	730.72	868.78	383.38
"FBtr0332572"	24.26	21.38	87.33	420.65	917.31	814.56	0.00	0.00	0.00	509.28	1004.22	748.62
"FBtr0081473"	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300425"	8952.34	6844.19	5795.17	6658.58	6569.79	8073.21	4787.44	5407.28	3905.69	6094.62	5663.89	6603.55
"FBtr0343871"	41.76	827.64	925.74	63.19	708.73	527.28	1817.31	2316.36	3036.18	1702.29	2733.99	1087.75
"FBtr0346587"	606.88	382.17	578.09	535.21	546.47	545.50	602.25	310.35	234.13	455.09	623.12	1411.71
"FBtr0075579"	70.37	65.00	39.30	91.00	228.00	271.81	567.88	691.82	1010.56	645.15	1062.13	702.19
"FBtr0333023"	3.63	0.00	3.70	0.00	0.00	3.19	11.12	22.18	35.44	13.85	23.87	21.81
"FBtr0088803"	149.00	131.00	159.00	146.00	207.00	237.00	1377.00	1540.00	1712.00	1181.00	1389.00	1320.00
"FBtr0085619"	1440.27	962.60	844.31	801.56	724.60	1002.16	1422.97	1355.08	1387.74	1043.17	1091.65	1178.50
"FBtr0085620"	1027.33	974.62	729.56	695.74	766.91	683.78	1001.98	1026.25	1035.49	733.44	854.93	668.65
"FBtr0085621"	1440.27	962.60	844.31	801.56	724.60	1002.16	1422.97	1355.08	1387.74	1043.17	1091.65	1178.50
"FBtr0330311"	561.13	530.19	637.82	430.13	562.89	689.89	569.07	454.60	388.03	646.22	809.77	751.36
"FBtr0088606"	15.16	0.00	21.80	0.85	0.00	13.04	8.29	35.75	39.70	25.50	11.86	23.99
"FBtr0088607"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088608"	6.84	6.00	15.20	13.15	0.00	20.96	28.71	26.25	19.30	40.50	39.14	60.01
"FBtr0100119"	0.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081867"	8840.00	8692.00	6881.00	6239.00	6933.00	7561.00	936.00	1174.00	1328.00	2473.00	3073.00	1916.00
"FBtr0074623"	0.00	0.00	0.00	0.00	0.00	36.99	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343046"	1148.00	842.00	740.00	543.00	597.00	738.01	1274.00	1204.00	1230.00	1192.00	1389.00	1180.00
"FBtr0112856"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343625"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346610"	2.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBtr0073792"	1292.57	1367.82	1335.18	1322.15	1630.33	1300.73	1742.25	2031.30	2123.71	1724.87	2344.57	2053.25
"FBtr0073793"	86.58	20.94	110.24	55.27	22.16	161.64	84.27	42.49	86.38	104.64	85.74	106.45
"FBtr0073794"	2269.73	2426.61	2377.27	1752.38	3083.43	2614.35	3255.78	3616.57	4568.32	3819.39	5387.70	3860.10
"FBtr0073795"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300828"	14017.75	15683.31	14108.92	11963.72	17354.24	14635.83	19031.83	23373.19	24719.40	20295.57	28593.74	22215.54
"FBtr0087078"	2056.71	2362.92	1957.65	1641.77	1805.73	1799.19	1268.10	1422.38	1424.03	1367.14	1611.74	1243.92
"FBtr0345492"	427.29	263.08	366.35	241.23	425.27	379.81	223.90	248.62	245.97	406.86	513.26	325.08
"FBtr0070038"	5205.00	5237.00	5212.30	3317.00	5045.32	5040.32	7379.17	8488.61	8437.14	6668.07	8703.00	8088.42
"FBtr0339894"	0.00	0.00	13.70	0.00	13.68	18.68	12.83	4.39	16.86	17.93	41.00	26.58
"FBtr0089186"	25108.70	25117.82	23666.72	16568.86	20063.94	21930.44	11572.25	15046.40	13939.96	15975.73	19304.02	17754.97
"FBtr0333672"	85.36	107.46	82.53	68.49	57.07	75.29	53.51	36.86	26.79	46.59	40.00	48.53
"FBtr0344754"	617.94	684.72	729.75	456.65	686.99	606.27	215.25	287.74	453.25	323.69	443.98	407.49
"FBtr0088564"	637.00	586.00	546.00	462.00	594.00	555.00	750.00	904.00	940.00	855.00	1035.00	1004.00
"FBtr0081996"	0.00	11.38	13.93	6.14	0.00	27.57	34.89	65.71	62.79	77.91	161.26	96.99
"FBtr0081997"	147.68	137.43	107.98	124.02	126.56	107.46	30.34	22.74	74.65	73.46	167.24	49.23
"FBtr0336761"	4.32	6.20	5.09	13.85	11.44	14.98	16.77	34.55	36.56	64.63	66.50	52.78
"FBtr0075354"	143.00	156.00	150.00	38.00	36.00	51.00	9.00	18.00	23.00	19.00	17.00	17.00
"FBtr0078968"	301.00	290.00	371.00	156.84	194.39	236.50	364.74	535.72	412.99	275.55	367.43	423.43
"FBtr0078969"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078971"	0.00	0.00	0.00	0.00	0.00	114.50	97.26	15.18	42.81	0.00	90.12	66.09
"FBtr0078973"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309256"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309257"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.11	32.08	0.00	6.50
"FBtr0336707"	0.00	0.00	0.00	15.16	0.61	0.00	0.00	22.10	45.08	139.37	90.45	25.98
"FBtr0087005"	2300.62	2020.70	1825.33	3935.45	4696.87	4889.81	3035.57	3428.39	3582.81	5858.35	7703.58	6974.74
"FBtr0087006"	21.14	24.28	0.00	50.37	30.50	29.23	0.00	16.31	0.00	15.83	50.89	82.98
"FBtr0100258"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.08
"FBtr0333551"	85.24	145.02	184.67	144.18	285.63	330.96	256.43	253.30	244.19	448.82	573.52	561.20
"FBtr0071673"	88.63	100.21	92.05	137.86	307.57	415.38	585.37	1010.80	1413.73	989.86	1380.82	927.51
"FBtr0071674"	70.42	91.46	106.44	187.19	367.22	391.48	724.83	1209.93	1536.93	1290.61	1559.90	1127.17
"FBtr0342960"	6.95	12.33	10.51	43.36	48.21	57.14	110.55	166.27	343.07	202.67	296.65	204.08
"FBtr0345488"	0.00	0.00	0.00	3.58	0.00	0.00	3.25	0.00	3.27	3.87	10.63	10.24
"FBtr0075951"	3417.34	3451.03	2602.41	2599.79	2786.76	2874.47	454.92	385.00	299.00	1325.43	1401.37	883.94
"FBtr0331555"	41.50	0.00	0.00	0.00	0.00	20.29	14.08	0.00	0.00	0.00	0.00	30.51
"FBtr0331556"	38.16	24.97	27.59	47.21	87.24	119.24	0.00	0.00	0.00	57.57	38.63	33.55
"FBtr0087933"	3802.00	3560.00	2763.00	2460.00	3460.00	4109.00	10901.00	13652.00	16785.00	8654.00	13101.00	11481.00
"FBtr0074129"	2.00	3.00	13.00	0.00	1.00	5.00	21.00	18.00	20.00	2.00	7.00	9.00
"FBtr0087537"	22.00	23.00	116.00	9.00	4.00	22.00	16.00	62.00	56.00	60.00	309.00	118.00
"FBtr0072672"	84.51	143.89	109.08	73.47	110.16	91.19	9.49	0.00	51.04	9.18	10.76	25.01
"FBtr0072673"	0.00	28.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072674"	67.70	0.00	0.00	50.53	5.84	51.38	0.00	0.00	0.00	32.82	47.24	45.50
"FBtr0072675"	105.79	60.90	259.92	0.00	0.00	49.43	122.51	312.00	251.96	0.00	0.00	40.49
"FBtr0113885"	2773.00	3019.00	3072.00	1403.00	2304.00	2198.00	4278.00	4904.00	4800.00	3000.00	3717.00	3833.00
"FBtr0082853"	2.00	1.00	0.00	2.00	3.00	4.00	24.00	42.00	33.00	12.00	16.00	24.00
"FBtr0077637"	23.05	42.75	17.14	29.03	14.85	0.00	29.24	14.59	0.00	0.00	1.89	61.41
"FBtr0077638"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077639"	0.00	0.00	10.18	0.00	0.00	40.96	0.00	0.00	11.66	1.60	0.00	0.00
"FBtr0077640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100468"	2.22	1.97	0.00	2.23	1.93	4.34	13.34	7.26	6.74	8.16	2.32	7.19
"FBtr0290237"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290238"	0.00	5.39	0.00	7.21	0.00	0.00	0.00	5.67	0.00	0.00	15.63	0.00
"FBtr0330213"	47.18	16.89	7.59	20.54	26.78	78.67	39.42	36.58	22.73	63.67	81.16	56.71
"FBtr0343782"	18.54	0.00	30.09	0.00	43.45	0.02	0.00	15.90	19.87	22.56	0.00	3.69
"FBtr0079724"	1754.04	2627.57	2028.12	1780.29	4106.66	2956.50	3929.43	5155.24	5334.42	3808.18	6818.43	4308.99
"FBtr0100541"	18081.59	16357.12	15401.31	15272.01	16892.80	17789.25	21118.37	23946.32	25118.34	22961.58	28166.39	25211.47
"FBtr0346454"	34.37	28.31	41.56	7.69	25.53	25.26	26.20	23.44	13.24	41.24	53.18	28.55
"FBtr0071313"	1990.37	1887.62	1410.82	1209.16	1507.96	1483.11	344.33	392.40	503.70	525.10	659.04	428.57
"FBtr0340120"	628.63	509.38	429.18	431.84	566.04	640.89	154.67	161.60	164.30	271.90	298.96	211.43
"FBtr0072242"	7540.00	5921.00	4747.00	5024.00	5623.00	6074.00	1352.00	1433.00	1850.00	2501.00	3278.00	2220.00
"FBtr0075448"	390.70	376.46	310.67	203.42	396.62	294.40	1298.18	1720.01	1488.12	986.50	1982.32	1114.79
"FBtr0075449"	4599.58	2697.15	2722.38	2001.76	1756.11	2937.96	397.54	308.84	311.29	454.84	343.21	550.58
"FBtr0075450"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075451"	624.01	539.13	452.31	407.83	303.29	487.73	252.47	194.05	239.51	311.94	416.92	401.55
"FBtr0114589"	0.00	0.00	0.00	0.00	229.84	249.51	499.03	480.07	575.56	499.36	555.81	637.29
"FBtr0301911"	1069.57	830.03	588.16	705.28	460.30	538.57	100.65	66.75	196.42	210.83	149.37	207.19
"FBtr0333290"	522.72	322.77	334.62	276.79	0.00	72.61	255.93	199.55	243.05	0.00	0.00	0.00
"FBtr0333291"	322.09	188.84	145.29	330.45	173.26	264.75	17.35	0.00	0.00	73.49	26.60	0.00
"FBtr0345951"	927.34	1283.62	581.57	1440.47	2194.59	1637.46	3537.84	3359.73	3101.05	2983.05	2900.76	3629.60
"FBtr0081719"	4685.00	3375.00	2819.00	3335.00	4175.00	4511.00	6741.00	6958.00	8287.00	5463.00	7544.00	6681.00
"FBtr0079542"	607.00	581.00	475.00	550.00	670.00	633.00	532.00	601.00	657.00	804.00	935.00	767.00
"FBtr0077844"	11.80	23.36	23.19	12.42	0.00	12.79	0.00	0.00	0.00	0.00	18.06	0.00
"FBtr0303459"	6028.89	6277.18	5205.42	4268.64	5312.50	5036.32	162.13	147.00	122.00	1826.00	2030.29	1355.00
"FBtr0330676"	12.31	4.46	8.38	12.94	4.50	8.89	3.87	0.00	0.00	0.00	4.66	0.00
"FBtr0071090"	1934.00	1765.00	1498.00	1483.00	1767.00	1827.00	1499.00	1352.00	1420.00	1919.00	2173.00	1830.00
"FBtr0070540"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070539"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070538"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081158"	6787.73	4186.27	3941.64	1955.72	1443.28	2125.53	956.71	625.88	449.65	288.65	289.51	332.17
"FBtr0081159"	8377.68	6299.07	5346.11	4372.77	4230.47	7917.79	2414.57	2362.60	2343.23	3074.84	3141.45	4171.77
"FBtr0081160"	138.02	137.97	161.52	251.42	363.87	497.33	831.61	1004.59	1084.75	970.02	1669.82	1240.41
"FBtr0336627"	549.57	454.98	432.73	685.42	677.80	815.61	327.80	278.93	324.36	726.32	648.89	655.23
"FBtr0344846"	0.00	593.71	0.00	2979.67	3343.59	1948.74	116.32	0.00	0.01	1538.16	2069.32	273.41
"FBtr0073747"	1688.12	1147.83	950.16	1156.52	866.92	1249.84	579.02	309.09	289.48	672.38	364.55	425.77
"FBtr0073748"	28.21	28.78	40.54	15.02	14.22	17.20	3.62	19.73	12.01	33.42	40.82	25.92
"FBtr0330396"	987.98	728.56	750.33	651.57	808.07	846.89	409.69	437.20	373.11	585.74	705.59	540.19
"FBtr0330397"	232.70	195.27	183.63	175.33	253.72	240.18	228.98	229.78	205.29	326.73	435.45	387.94
"FBtr0340303"	987.98	728.56	750.33	651.57	808.07	846.89	409.69	437.20	373.11	585.74	705.59	540.19
"FBtr0081194"	174.00	148.89	205.32	112.20	116.09	181.04	54.82	97.47	153.37	197.70	255.23	255.49
"FBtr0302561"	2294.00	1882.11	1494.68	1449.80	1463.91	1677.96	124.18	119.53	66.63	438.30	416.77	238.51
"FBtr0078844"	416.12	263.42	287.19	271.91	0.00	0.00	519.08	0.00	189.74	0.00	0.00	0.00
"FBtr0308118"	1945.67	1820.35	1879.75	1682.51	2954.56	2153.41	2610.96	2450.32	2520.51	3571.12	4105.72	3593.34
"FBtr0308119"	21.82	18.25	16.63	15.81	27.41	50.07	63.39	55.11	47.02	57.22	166.89	84.75
"FBtr0308120"	0.00	0.00	0.00	0.00	514.94	532.34	1468.61	2157.57	2597.73	1545.50	2251.39	2512.66
"FBtr0345141"	1818.39	918.97	548.42	1591.77	640.08	2014.17	31.96	0.00	0.00	333.17	0.00	3.25
"FBtr0079799"	1983.00	1880.00	1785.00	1477.00	1851.00	1877.00	1119.00	1318.00	1407.00	932.00	1400.00	1023.00
"FBtr0300391"	3906.94	3653.65	3382.10	2930.64	3482.99	3578.75	2865.72	2617.28	2061.49	3398.84	3781.80	3132.02
"FBtr0300392"	0.00	0.11	0.00	0.00	0.00	0.00	0.19	0.00	0.00	31.92	0.00	25.42
"FBtr0300393"	416.06	387.24	344.90	269.36	356.01	372.25	350.09	316.72	233.51	311.24	387.20	344.55
"FBtr0088469"	4947.00	4900.00	4255.00	3013.00	3507.00	3641.00	383.00	405.00	333.00	1297.00	1494.00	1092.00
"FBtr0073127"	894.97	872.57	720.00	589.50	702.77	729.36	40.00	41.00	33.00	94.00	136.00	77.00
"FBtr0073128"	7.03	36.43	0.00	20.50	12.23	26.64	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343220"	2.61	5.50	2.22	4.00	5.50	4.93	20.24	23.78	44.50	25.01	46.73	29.95
"FBtr0343221"	2.61	5.50	2.22	4.00	5.50	4.93	20.24	23.78	44.50	25.01	46.73	29.95
"FBtr0347398"	7.77	0.00	2.56	0.00	7.99	1.14	5.51	6.44	0.00	4.99	4.53	1.09
"FBtr0085178"	8119.68	5624.89	4586.89	5348.52	4523.26	6176.75	2366.24	2120.92	2316.90	3442.02	3484.40	2855.53
"FBtr0112857"	2303.31	1172.57	1383.72	1248.01	737.22	1571.88	823.92	666.70	738.66	847.42	1167.60	707.16
"FBtr0308502"	2132.58	2085.78	1262.46	1710.28	1806.15	2200.45	453.57	504.45	496.85	1167.38	1313.59	728.01
"FBtr0334730"	1402.30	662.97	763.69	658.66	1170.12	860.56	464.37	240.61	297.93	691.58	428.19	631.21
"FBtr0334731"	1504.13	915.78	791.24	983.52	976.25	1395.37	300.90	289.32	349.66	469.60	444.23	707.08
"FBtr0089999"	1.10	0.46	1.29	0.17	0.00	0.42	1.42	1.61	1.87	2.74	1.08	0.30
"FBtr0340409"	3.90	1.54	6.71	0.83	0.00	2.58	5.58	8.39	7.13	9.26	5.92	1.70
"FBtr0072730"	212.40	0.00	0.00	1069.65	1112.91	1406.23	0.00	0.00	0.00	587.90	0.74	924.86
"FBtr0331868"	2614.60	2750.00	2596.00	1350.35	2076.09	1776.77	3568.00	3814.00	3935.00	3218.10	4771.26	3395.14
"FBtr0087976"	2411.00	2621.00	2090.00	1777.00	2238.00	2225.00	968.00	964.00	824.00	1370.00	1668.00	1371.00
"FBtr0082909"	338.37	371.37	311.26	307.70	362.40	406.37	54.74	87.03	117.02	134.99	195.53	96.05
"FBtr0337095"	73.63	72.63	72.74	17.30	68.60	41.63	36.26	18.97	23.98	22.01	49.47	49.95
"FBtr0074751"	2568.63	2166.52	1765.01	1868.34	2002.16	2162.71	3021.05	3206.32	3123.91	2479.41	2977.51	2928.86
"FBtr0309214"	1935.15	2186.83	2162.99	1537.86	2535.84	2492.68	3040.81	3460.37	3657.46	3408.59	4602.49	4194.65
"FBtr0309215"	10.22	8.65	0.00	18.81	0.00	9.61	19.14	9.31	9.63	0.00	0.00	35.50
"FBtr0088530"	7521.00	6456.00	5331.00	5283.00	5877.00	6830.00	9318.00	11004.00	12630.00	9227.00	11711.00	10428.00
"FBtr0078571"	5915.95	6065.79	5622.43	4430.65	6298.75	6340.39	7967.32	9594.93	10475.07	8374.55	11526.37	9514.37
"FBtr0078573"	3268.80	3180.33	2855.82	2507.07	3167.57	3724.25	4178.36	4903.46	5351.23	4914.32	6159.15	5063.90
"FBtr0078574"	196.88	203.23	173.52	149.63	283.94	357.91	310.71	434.15	363.42	434.38	422.81	406.57
"FBtr0078575"	16.35	26.66	21.63	11.93	24.64	29.25	15.75	36.51	15.74	29.67	46.22	53.35
"FBtr0112858"	0.00	6.32	6.35	7.04	0.00	6.83	18.68	6.11	12.68	0.00	0.00	12.75
"FBtr0299906"	442.85	472.69	436.41	317.03	378.07	415.88	591.31	680.80	682.44	583.64	976.37	972.53
"FBtr0299907"	110.61	98.18	79.68	24.66	100.58	76.96	126.45	61.92	99.46	117.17	100.67	142.02
"FBtr0332054"	152.55	200.81	199.17	137.99	235.46	182.52	240.41	358.12	333.96	278.27	359.42	411.49
"FBtr0076688"	2322.61	2141.00	2054.00	1608.75	2055.00	2128.00	1229.00	984.00	696.00	1247.00	1330.53	1035.79
"FBtr0346546"	8.39	0.00	0.00	9.25	0.00	0.00	0.00	0.00	0.00	0.00	8.47	31.21
"FBtr0075263"	304.75	196.66	180.23	189.76	73.75	161.60	404.21	499.82	375.52	264.30	183.29	338.67
"FBtr0075264"	0.00	68.84	0.00	0.00	0.00	0.00	115.68	236.17	177.08	0.00	0.00	75.20
"FBtr0075266"	0.00	0.00	43.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	102.31	0.00
"FBtr0075267"	286.25	353.11	397.61	483.43	437.03	608.87	546.13	440.70	573.10	575.85	671.83	386.99
"FBtr0075268"	3908.19	2896.05	2680.04	2243.89	2708.17	2974.70	4205.08	4289.04	4351.83	3492.37	4190.29	4162.65
"FBtr0075269"	0.00	0.00	0.00	0.00	0.00	0.00	42.98	0.00	0.00	0.00	0.00	85.61
