	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0266010"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266011"	5.00	9.00	3.00	2.00	7.00	4.00	3.00	0.00	2.00	5.00	4.00	1.00
"FBgn0266019"	5070.00	3531.00	2973.00	3778.00	3798.00	4632.00	3130.00	2718.00	2759.00	3627.00	4193.00	3807.00
"FBgn0266020"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
"FBgn0266021"	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	2.00
"FBgn0266022"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266023"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266024"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266025"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266026"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266027"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266028"	0.00	1.00	5.00	9.00	11.00	4.00	0.00	1.00	0.00	8.00	7.00	5.00
"FBgn0266029"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266030"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266031"	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
"FBgn0266032"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266033"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266034"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266035"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266036"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266037"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266038"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
"FBgn0266039"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266040"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266041"	0.00	1.00	3.00	3.00	4.00	3.00	1.00	2.00	2.00	6.00	14.00	4.00
"FBgn0266042"	38.00	44.00	20.00	16.00	18.00	21.00	28.00	23.00	19.00	13.00	30.00	29.00
"FBgn0266043"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266044"	2.00	2.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	2.00
"FBgn0266045"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0266046"	0.00	2.00	3.00	0.00	1.00	3.00	2.00	3.00	7.00	2.00	3.00	7.00
"FBgn0266047"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266048"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
"FBgn0266049"	2.00	3.00	3.00	1.00	2.00	1.00	2.00	2.00	2.00	5.00	2.00	1.00
"FBgn0266050"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266051"	6.00	1.00	2.00	2.00	7.00	4.00	4.00	1.00	5.00	9.00	14.00	5.00
"FBgn0266052"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266053"	5714.00	4896.00	4609.00	3704.00	4184.00	4860.00	6497.00	6932.00	6379.00	5740.00	6921.00	6840.00
"FBgn0266064"	8134.00	7335.00	6423.00	3709.00	4107.00	4661.00	9827.00	10572.00	10630.00	5184.00	5965.00	5939.00
"FBgn0266065"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266066"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266067"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266068"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266069"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266070"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266071"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266072"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0266073"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266074"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266076"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266083"	3199.00	2116.00	1811.00	2035.00	2025.00	2714.00	3787.00	3853.00	3710.00	3132.00	3664.00	4077.00
"FBgn0266084"	2173.00	1635.00	1466.00	1312.00	1190.00	1683.00	1420.00	1156.00	927.00	1391.00	1402.00	1248.00
"FBgn0266086"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	2.00	3.00
"FBgn0266087"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266088"	1.00	0.00	2.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00	2.00
"FBgn0266094"	1.00	0.00	0.00	1.00	0.00	1.00	1.00	2.00	2.00	1.00	4.00	2.00
"FBgn0266095"	0.00	1.00	3.00	0.00	0.00	0.00	1.00	10.00	9.00	0.00	4.00	4.00
"FBgn0266096"	90.00	100.00	82.00	61.00	95.00	91.00	10.00	5.00	6.00	6.00	24.00	6.00
"FBgn0266097"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266098"	1848.13	1308.84	1239.10	1408.66	1282.72	1894.54	1748.27	1526.95	1488.31	1633.56	1888.61	2116.66
"FBgn0266099"	3.00	0.00	0.00	12.00	7.00	12.00	2.00	3.00	6.00	8.00	62.00	24.00
"FBgn0266100"	11.00	2.00	6.00	2.00	6.00	11.00	13.00	15.00	18.00	12.00	8.00	17.00
"FBgn0266101"	5944.00	4814.00	4480.00	4453.00	4740.00	5902.00	7185.00	7535.00	7725.00	6417.00	8150.00	7958.00
"FBgn0266102"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.12	4.24
"FBgn0266111"	3690.00	3235.00	2793.00	2102.00	2230.00	2718.00	399.00	486.00	561.00	653.00	864.00	694.00
"FBgn0266114"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266115"	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0266116"	0.00	0.00	0.00	0.00	2.00	0.00	1.00	3.00	1.00	1.00	0.00	1.00
"FBgn0266117"	3.00	1.00	1.00	0.00	2.00	3.00	13.00	15.00	18.00	14.00	13.00	10.00
"FBgn0266124"	683.00	747.00	697.00	560.00	705.00	635.00	736.00	778.00	767.00	733.00	1025.00	981.00
"FBgn0266129"	102.00	80.00	54.00	271.00	361.00	491.00	1293.00	1667.00	1727.00	710.00	1225.00	1425.00
"FBgn0266136"	3864.66	2816.06	2715.81	2295.33	2261.87	3309.85	3114.97	2435.17	2086.21	2767.28	2951.44	3002.77
"FBgn0266137"	1.00	2.00	5.00	3.00	1.00	6.00	8.00	8.00	7.00	1.00	6.00	5.00
"FBgn0266138"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266139"	2.00	0.00	0.00	0.00	5.00	3.00	0.00	2.00	4.00	2.00	8.00	1.00
"FBgn0266140"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266141"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0266142"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266143"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266144"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266145"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0266146"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266147"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266148"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266149"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	3.00
"FBgn0266150"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266151"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266152"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266153"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266154"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266155"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266156"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266157"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266158"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266159"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266160"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00
"FBgn0266161"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266162"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0266163"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266164"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266165"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266166"	0.00	0.00	0.00	12.15	13.55	7.54	0.00	0.00	0.00	25.39	7.32	13.34
"FBgn0266167"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266168"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266169"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266170"	6.01	3.51	14.08	16.09	0.00	7.59	0.00	0.00	0.00	50.61	31.20	44.03
"FBgn0266171"	40.83	96.89	57.71	62.01	94.23	71.57	61.64	74.38	86.62	114.33	166.87	136.62
"FBgn0266172"	22.54	30.02	16.45	48.39	97.32	39.81	70.32	67.44	112.91	104.76	159.77	64.53
"FBgn0266173"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266174"	12.94	20.63	22.00	24.30	25.68	29.75	87.20	115.42	130.78	57.84	105.91	93.33
"FBgn0266175"	7.81	0.00	0.00	2.62	18.34	0.00	0.00	31.62	73.35	0.13	18.82	24.25
"FBgn0266176"	29.47	34.27	27.38	0.00	0.00	17.57	36.80	26.46	62.68	5.90	42.48	22.17
"FBgn0266177"	11.81	10.46	12.71	4.77	0.00	18.90	43.28	53.44	42.26	18.74	0.00	48.80
"FBgn0266178"	0.00	8.25	18.89	27.49	35.87	40.63	86.00	91.25	59.27	97.92	136.46	72.22
"FBgn0266179"	0.00	1.00	0.00	0.00	1.00	1.00	5.00	10.00	7.00	4.00	10.00	11.00
"FBgn0266180"	2.00	3.00	1.00	0.00	1.00	3.00	0.00	3.00	0.00	1.00	1.00	2.00
"FBgn0266181"	14.13	7.14	27.26	5.28	18.18	29.05	33.84	35.50	43.21	32.43	44.73	38.77
"FBgn0266182"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266183"	1.00	0.00	1.00	0.00	4.00	6.00	4.00	6.00	6.00	7.00	7.00	4.00
"FBgn0266186"	2065.00	2234.00	1928.00	1576.00	2111.00	1857.00	1842.00	1813.00	1550.00	1979.00	2302.00	2010.00
"FBgn0266195"	720.50	672.00	511.50	463.00	522.00	587.00	131.00	169.00	212.50	248.50	317.50	239.50
"FBgn0266196"	4.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00
"FBgn0266197"	9.00	4.00	4.00	0.00	1.00	1.00	6.00	7.00	6.00	1.00	5.00	1.00
"FBgn0266198"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266199"	166.23	180.46	142.22	59.22	83.86	94.15	100.73	101.46	78.45	65.08	51.74	54.50
"FBgn0266200"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	5.00	0.00
"FBgn0266201"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266202"	0.00	1.00	0.00	2.00	1.00	2.00	1.00	6.00	4.00	4.00	6.00	10.00
"FBgn0266203"	26.28	34.04	15.94	47.25	123.50	189.33	280.09	461.39	476.05	367.46	749.38	490.49
"FBgn0266204"	0.00	0.00	1.00	1.00	0.00	1.00	4.00	2.00	2.00	2.00	2.00	0.00
"FBgn0266205"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266206"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266207"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266208"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266209"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266210"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
"FBgn0266211"	0.00	0.00	0.00	4.00	10.00	6.00	3.00	2.00	4.00	12.00	23.00	8.00
"FBgn0266212"	0.00	0.00	1.00	0.00	0.00	1.00	1.00	2.00	0.00	1.00	1.00	1.00
"FBgn0266213"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266214"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266215"	18.00	16.00	14.00	9.00	15.00	15.00	21.00	26.00	18.00	19.00	29.00	34.00
"FBgn0266216"	2.00	1.00	3.00	1.00	5.00	0.00	3.00	3.00	1.00	1.00	2.00	1.00
"FBgn0266217"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
"FBgn0266218"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0266219"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266220"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
"FBgn0266221"	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00
"FBgn0266222"	0.00	0.00	0.00	2.00	10.00	8.00	10.00	12.00	13.00	16.00	13.00	17.00
"FBgn0266223"	2.00	0.00	0.00	3.00	8.00	13.00	7.00	6.00	4.00	27.00	35.00	19.00
"FBgn0266224"	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	1.00	3.00	4.00	7.00
"FBgn0266225"	1.00	0.00	0.00	1.00	1.00	1.00	3.00	1.00	5.00	3.00	10.00	7.00
"FBgn0266226"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266227"	2.00	2.00	9.00	0.00	0.00	5.00	6.00	39.00	15.00	4.00	10.00	8.00
"FBgn0266228"	0.00	0.00	2.00	1.00	0.00	1.00	1.00	0.00	0.00	2.00	2.00	2.00
"FBgn0266229"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266230"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266231"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266232"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266233"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266234"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266235"	1.00	0.00	0.00	2.00	8.00	4.00	24.00	30.00	21.00	26.00	54.00	39.00
"FBgn0266236"	0.00	5.00	1.00	8.00	31.00	31.00	43.00	49.00	67.00	81.00	150.00	149.00
"FBgn0266237"	0.00	1.00	1.00	2.00	4.00	3.00	1.00	4.00	6.00	12.00	24.00	16.00
"FBgn0266238"	0.00	1.00	1.00	2.00	12.00	12.00	5.00	7.00	18.00	35.00	55.00	54.00
"FBgn0266239"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266240"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266241"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0266242"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00
"FBgn0266243"	5.00	0.00	4.00	6.00	3.00	3.00	3.00	8.00	4.00	6.00	3.00	2.00
"FBgn0266244"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266245"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266246"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266247"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266248"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266249"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
"FBgn0266250"	0.00	0.00	0.00	1.00	0.00	1.00	1.00	3.00	3.00	2.00	1.00	0.00
"FBgn0266251"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266252"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0266253"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266254"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266255"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266256"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266257"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266258"	0.00	0.00	0.00	2.00	0.00	2.00	2.00	4.00	3.00	0.00	2.00	2.00
"FBgn0266259"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266260"	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	1.00	2.00
"FBgn0266261"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0266262"	1.34	1.16	3.17	6.95	10.32	4.75	4.91	3.44	9.28	3.75	9.83	7.82
"FBgn0266263"	0.00	0.00	0.00	3.00	0.00	0.00	1.00	1.00	1.00	4.00	4.00	2.00
"FBgn0266264"	0.00	1.00	0.00	2.00	2.00	2.00	3.00	2.00	0.00	1.00	3.00	1.00
"FBgn0266268"	1189.00	1155.00	926.00	1083.00	1173.00	1144.00	121.00	174.00	234.00	253.00	329.00	253.00
"FBgn0266275"	3.00	6.00	3.00	2.00	8.00	6.00	5.00	6.00	9.00	8.00	12.00	14.00
"FBgn0266276"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	1.00
"FBgn0266277"	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00	1.00
"FBgn0266278"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266279"	2.00	0.00	0.00	0.00	1.00	4.00	2.00	0.00	1.00	3.00	2.00	2.00
"FBgn0266280"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266281"	29.00	39.00	30.00	24.00	29.00	33.00	6.00	11.00	24.00	18.00	31.00	11.00
"FBgn0266282"	2562.00	2519.00	2034.00	1709.00	1867.00	2065.00	334.00	468.00	589.00	532.00	781.00	615.00
"FBgn0266284"	2069.00	1834.00	1345.00	1587.00	1736.00	1847.00	299.00	398.00	583.00	550.00	764.00	518.00
"FBgn0266302"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266303"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266304"	4.00	4.00	9.00	0.00	2.00	4.00	14.00	7.00	12.00	6.00	3.00	4.00
"FBgn0266305"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266306"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266307"	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266308"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
"FBgn0266309"	23.00	11.00	17.00	12.00	27.00	17.00	15.00	26.00	22.00	11.00	13.00	17.00
"FBgn0266310"	3.00	2.00	3.00	0.00	2.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00
"FBgn0266311"	0.00	0.00	2.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	2.00
"FBgn0266312"	2.00	1.00	0.00	0.00	4.00	5.00	5.00	2.00	2.00	7.00	10.00	5.00
"FBgn0266313"	1.00	2.00	1.00	0.00	0.00	1.00	3.00	2.00	4.00	0.00	0.00	2.00
"FBgn0266314"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266315"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266316"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266317"	2.00	1.00	0.00	0.00	0.00	1.00	1.00	3.00	1.00	2.00	4.00	2.00
"FBgn0266318"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00
"FBgn0266319"	1.00	1.00	6.00	12.00	18.00	9.00	10.00	3.00	11.00	10.00	24.00	16.00
"FBgn0266320"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266321"	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266322"	9.00	15.00	9.00	2.00	5.00	5.00	9.00	13.00	10.00	10.00	6.00	9.00
"FBgn0266323"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0266324"	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	2.00	3.00
"FBgn0266325"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0266326"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
"FBgn0266327"	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266328"	0.00	0.00	1.00	0.00	1.00	1.00	4.00	1.00	4.00	1.00	7.00	1.00
"FBgn0266329"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	2.00	2.00	3.00
"FBgn0266330"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
"FBgn0266331"	4.00	7.00	2.00	1.00	5.00	2.00	14.00	11.00	15.00	8.00	12.00	14.00
"FBgn0266346"	2.00	2.00	9.00	2.00	0.00	3.00	5.00	16.00	10.00	5.00	10.00	11.00
"FBgn0266347"	1277.00	1379.00	1312.00	314.00	412.00	350.00	1508.00	1722.00	1513.00	507.00	673.00	596.00
"FBgn0266348"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0266349"	3.00	2.00	0.00	1.00	1.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00
"FBgn0266350"	44.64	33.13	17.57	0.00	27.18	19.14	22.19	0.00	9.12	12.04	9.46	8.91
"FBgn0266351"	2.00	0.00	0.00	1.00	0.00	4.00	0.00	4.00	0.00	1.00	3.00	2.00
