	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0034270"	656.00	890.00	739.00	1014.00	1051.00	1024.00	77.00	54.00	74.00	534.00	699.00	792.00	231.00	279.00	319.00
"FBgn0034271"	1883.00	2714.00	2661.00	2257.00	2843.00	2115.00	1868.00	1539.00	1583.00	1859.00	1612.00	1988.00	1733.00	1403.00	3020.00
"FBgn0034272"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034274"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034275"	0.00	0.00	0.00	1.00	0.00	14.00	0.00	1.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00
"FBgn0034276"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034277"	3882.00	4669.00	4579.00	4500.00	5371.00	4751.00	6721.00	5147.00	5991.00	4554.00	3818.00	4865.00	4216.00	2627.00	6629.00
"FBgn0034278"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034279"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034281"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034282"	10611.00	13004.00	11257.00	14570.00	15914.00	13045.00	12885.00	11855.00	11827.00	12417.00	9697.00	12082.00	10224.00	8296.00	17796.00
"FBgn0034283"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034284"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034286"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034288"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0034289"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034290"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034291"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034292"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034293"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034294"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034295"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034296"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
"FBgn0034299"	1916.00	1974.00	1495.00	2544.00	2814.00	2528.00	1160.00	1323.00	1196.00	2602.00	2307.00	2361.00	2435.00	2371.00	2363.00
"FBgn0034300"	792.00	1630.00	1806.00	926.00	1147.00	865.00	1151.00	670.00	1037.00	541.00	404.00	603.00	598.00	754.00	1848.00
"FBgn0034301"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034304"	592.00	796.00	780.00	886.00	1055.00	798.00	301.00	206.00	288.00	632.00	590.00	656.00	834.00	845.00	1174.00
"FBgn0034307"	208.00	264.00	228.00	281.00	278.00	262.00	17.00	11.00	20.00	215.00	179.00	170.00	314.00	347.00	437.00
"FBgn0034308"	1100.00	1688.00	1798.00	1647.00	1723.00	1439.00	164.00	103.00	161.00	893.00	997.00	1102.00	1069.00	1234.00	1792.00
"FBgn0034310"	1193.00	1441.00	1310.00	1819.00	1867.00	1813.00	104.00	65.00	100.00	1099.00	1099.00	1376.00	1189.00	1257.00	1609.00
"FBgn0034312"	234.00	252.00	231.00	401.00	429.00	386.00	338.00	443.00	362.00	264.00	403.00	357.00	417.00	386.00	423.00
"FBgn0034313"	2466.00	3731.00	3812.00	3645.00	4090.00	3389.00	2509.00	1852.00	2290.00	2501.00	2034.00	2436.00	2705.00	2552.00	5289.00
"FBgn0034314"	1661.00	1864.00	1487.00	2301.00	2442.00	2231.00	62.00	46.00	49.00	1568.00	1520.00	1731.00	1903.00	2246.00	2225.00
"FBgn0034315"	410.00	505.00	392.00	763.00	752.00	721.00	2.00	7.00	12.00	321.00	332.00	312.00	353.00	550.00	561.00
"FBgn0034317"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034318"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034321"	59.00	81.00	54.00	109.00	103.00	121.00	156.00	156.00	128.00	116.00	83.00	110.00	138.00	148.00	201.00
"FBgn0034322"	33.00	26.00	23.00	24.00	21.00	20.00	61.00	45.00	58.00	33.00	30.00	31.00	48.00	48.00	64.00
"FBgn0034323"	6.00	3.00	1.00	1.00	0.00	0.00	1.00	3.00	3.00	3.00	2.00	8.00	8.00	3.00	8.00
"FBgn0034324"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034325"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034326"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034327"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034328"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034329"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00
"FBgn0034330"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034331"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
"FBgn0034335"	581.00	735.00	520.00	2116.00	2223.00	2288.00	905.00	1062.00	987.00	1152.00	711.00	913.00	6.00	4.00	5.00
"FBgn0034345"	4333.00	4624.00	3920.00	5470.00	5837.00	5268.00	5125.00	5677.00	5123.00	5297.00	4958.00	5176.00	4988.00	4403.00	5857.00
"FBgn0034346"	945.00	1299.00	1259.00	1459.00	1715.00	1377.00	979.00	780.00	945.00	927.00	1046.00	1259.00	1055.00	931.00	1884.00
"FBgn0034350"	370.09	375.96	254.20	392.73	398.11	319.78	432.20	513.70	457.33	470.57	482.40	460.42	403.16	408.88	320.81
"FBgn0034351"	477.00	604.00	455.00	822.00	921.00	814.00	486.00	448.00	525.00	650.00	537.00	568.00	736.00	716.00	982.00
"FBgn0034352"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034354"	577.00	609.00	442.00	684.00	792.00	729.00	436.00	595.00	519.00	855.00	1018.00	854.00	1008.00	1025.00	1022.00
"FBgn0034356"	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034360"	236.00	292.00	253.00	415.00	417.00	346.00	312.00	348.00	296.00	320.00	334.00	309.00	331.00	294.00	411.00
"FBgn0034361"	769.00	704.00	566.00	952.00	909.00	849.00	741.00	1000.00	812.00	1087.00	1109.00	1098.00	1004.00	850.00	877.00
"FBgn0034362"	1973.00	1884.00	1511.00	2150.00	2277.00	2011.00	1747.00	2218.00	1920.00	2719.00	2529.00	2705.00	2456.00	2354.00	2391.00
"FBgn0034363"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034364"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034365"	838.00	896.00	840.00	717.00	852.00	726.00	220.00	200.00	229.00	1139.00	949.00	824.00	773.00	770.00	854.00
"FBgn0034366"	1026.00	1237.00	1067.00	1089.00	1171.00	1058.00	1760.00	1542.00	1501.00	1121.00	1052.00	1033.00	929.00	676.00	1591.00
"FBgn0034368"	2235.00	2538.00	2329.00	3078.00	3337.00	2882.00	3014.00	2952.00	2839.00	2559.00	2485.00	2642.00	2474.00	1784.00	3512.00
"FBgn0034371"	933.00	1148.00	1057.00	1619.00	1644.00	1424.00	1158.00	1284.00	1271.00	1273.00	1252.00	1311.00	1090.00	1002.00	1464.00
"FBgn0034372"	1065.50	1250.50	1183.00	1564.00	1586.00	1484.00	1276.00	1253.00	1257.50	1063.00	1133.00	1279.50	1197.50	1100.50	1631.00
"FBgn0034377"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034379"	387.00	430.00	402.00	564.00	537.00	504.00	65.00	49.00	56.00	425.00	348.00	410.00	364.00	376.00	465.00
"FBgn0034380"	1065.00	1248.00	1258.00	1572.00	1785.00	1516.00	1626.00	1476.00	1603.00	1250.00	1146.00	1439.00	1456.00	1090.00	1976.00
"FBgn0034381"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034382"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034383"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034387"	1.00	2.00	1.00	1.00	2.00	0.00	1.00	1.00	2.00	8.00	3.00	2.00	7.00	6.00	6.00
"FBgn0034389"	1328.00	1841.00	1781.00	1887.00	2184.00	1848.00	305.00	150.00	250.00	1286.00	1044.00	1468.00	1271.00	1231.00	2242.00
"FBgn0034390"	402.00	452.00	399.00	650.00	765.00	676.00	14.00	15.00	15.00	479.00	437.00	381.00	702.00	812.00	754.00
"FBgn0034391"	1.00	1.00	2.00	1.00	0.00	0.00	3.00	2.00	1.00	0.00	0.00	1.00	0.00	1.00	1.00
"FBgn0034392"	314.00	302.00	307.00	413.00	437.00	403.00	70.00	57.00	75.00	310.00	289.00	377.00	331.00	347.00	489.00
"FBgn0034394"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034396"	0.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
"FBgn0034397"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034398"	3795.00	4413.00	3530.00	5632.00	6079.00	5545.00	4979.00	5451.00	4902.00	5472.00	4791.00	5164.00	5415.00	4786.00	5441.00
"FBgn0034399"	1893.00	1692.00	1390.00	2279.00	2321.00	2001.00	1762.00	2219.00	1994.00	2628.00	2289.00	2629.00	2186.00	1971.00	2034.00
"FBgn0034400"	416.00	803.00	928.00	450.00	557.00	345.00	160.00	70.00	121.00	245.00	215.00	318.00	308.00	456.00	985.00
"FBgn0034401"	1200.00	1660.00	1548.00	1980.00	2113.00	2082.00	84.00	44.00	74.00	967.00	828.00	1116.00	929.00	1201.00	1721.00
"FBgn0034402"	568.00	604.00	496.00	823.00	801.00	702.00	375.00	468.00	418.00	695.00	645.00	706.00	738.00	757.00	833.00
"FBgn0034403"	2595.00	2790.00	1929.00	4282.00	4390.00	4033.00	90.00	105.00	91.00	2201.00	1931.00	1991.00	2315.00	3263.00	3529.00
"FBgn0034405"	1709.00	1874.00	1642.00	3147.00	3163.00	2871.00	92.00	70.00	96.00	1719.00	1559.00	1648.00	1360.00	1547.00	1711.00
"FBgn0034406"	118.00	102.00	115.00	257.00	293.00	276.00	8.00	5.00	10.00	79.00	103.00	128.00	238.00	258.00	301.00
"FBgn0034407"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034408"	0.00	0.00	2.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00
"FBgn0034411"	2.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00
"FBgn0034413"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034415"	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034416"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
"FBgn0034417"	6.00	10.00	6.00	9.00	13.00	10.00	1.00	0.00	2.00	17.00	13.00	14.00	11.00	15.00	13.00
"FBgn0034418"	1109.00	1494.00	1441.00	1907.00	2000.00	1740.00	372.00	286.00	389.00	1069.00	1075.00	1192.00	1122.00	1212.00	1956.00
"FBgn0034419"	1278.00	1186.00	1153.00	1839.00	1984.00	1839.00	984.00	987.00	958.00	1472.00	1425.00	1616.00	1345.00	1183.00	1641.00
"FBgn0034420"	554.00	723.00	759.00	888.00	963.00	814.00	79.00	56.00	107.00	551.00	495.00	645.00	581.00	589.00	900.00
"FBgn0034422"	1147.00	1218.00	1011.00	1645.00	1706.00	1544.00	1410.00	1526.00	1465.00	1382.00	1403.00	1495.00	1653.00	1546.00	1782.00
"FBgn0034423"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034425"	1528.00	1832.00	1677.00	2274.00	2491.00	2076.00	1389.00	1245.00	1330.00	1618.00	1620.00	1844.00	1754.00	1636.00	2489.00
"FBgn0034426"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034427"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034428"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034429"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034430"	1892.00	2003.00	1582.00	2140.00	2279.00	2094.00	2094.00	2530.00	2244.00	2194.00	2431.00	2238.00	2304.00	2300.00	2700.00
"FBgn0034432"	3910.00	4435.00	4461.00	5090.00	5609.00	5000.00	5676.00	5260.00	5491.00	4033.00	4151.00	4800.00	3654.00	2920.00	5588.00
"FBgn0034433"	1291.00	1667.00	1506.00	1838.00	2116.00	1816.00	1381.00	1181.00	1254.00	1416.00	1280.00	1503.00	1418.00	1360.00	2041.00
"FBgn0034435"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00
"FBgn0034436"	428.00	536.00	499.00	334.00	365.00	284.00	204.00	164.00	258.00	448.00	441.00	541.00	741.00	576.00	1137.00
"FBgn0034437"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034438"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0034439"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034440"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034441"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034442"	268.00	349.00	277.00	424.00	437.00	427.00	107.00	109.00	122.00	333.00	322.00	418.00	339.00	393.00	391.00
"FBgn0034443"	394.00	396.00	332.00	391.00	419.00	384.00	472.00	542.00	428.00	561.00	498.00	486.00	467.00	556.00	575.00
"FBgn0034446"	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034447"	2532.00	3235.00	2770.00	3580.00	3947.00	3477.00	55.00	49.00	56.00	2034.00	1671.00	2205.00	1915.00	2384.00	2852.00
"FBgn0034451"	2134.00	2524.00	1907.00	2767.00	2936.00	2745.00	2613.00	2640.00	2363.00	2232.00	2517.00	2874.00	2527.00	1919.00	3145.00
"FBgn0034452"	275.00	421.00	462.00	512.00	531.00	468.00	36.00	27.00	35.00	226.00	226.00	290.00	199.00	245.00	382.00
"FBgn0034454"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034455"	1757.00	1941.00	1599.00	2588.00	2675.00	2459.00	221.00	163.00	182.00	2021.00	2009.00	2118.00	2099.00	2250.00	2248.00
"FBgn0034456"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034457"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034458"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034459"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034460"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034461"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034462"	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034463"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034464"	3.00	2.00	2.00	4.00	5.00	4.00	1.00	0.00	0.00	3.00	2.00	1.00	5.00	2.00	4.00
"FBgn0034467"	1.00	2.00	0.00	2.00	1.00	6.00	0.00	1.00	0.00	3.00	0.00	0.00	2.00	3.00	0.00
"FBgn0034468"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00
"FBgn0034470"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0034471"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
"FBgn0034472"	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034473"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034474"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	3.00	1.00	0.00
"FBgn0034475"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034476"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034477"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034478"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034479"	0.00	0.00	0.00	4.00	6.00	23.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034480"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034481"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034483"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034484"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0034485"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034486"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034487"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034488"	1056.00	1287.00	1107.00	1948.00	1956.00	1994.00	58.00	30.00	71.00	1025.00	1080.00	1163.00	1235.00	1543.00	1418.00
"FBgn0034489"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034490"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034491"	2195.00	3138.00	3577.00	3141.00	3447.00	2905.00	3911.00	2886.00	3591.00	2060.00	1822.00	2168.00	2091.00	1640.00	4001.00
"FBgn0034493"	12.00	12.00	16.00	16.00	17.00	8.00	45.00	16.00	28.00	14.00	13.00	19.00	4.00	6.00	12.00
"FBgn0034494"	1982.00	2604.00	2563.00	3084.00	3481.00	3032.00	2032.00	1757.00	1936.00	2005.00	1936.00	2281.00	1987.00	1840.00	3204.00
"FBgn0034495"	302.00	388.00	350.00	618.00	629.00	574.00	119.00	137.00	135.00	283.00	379.00	383.00	303.00	378.00	365.00
"FBgn0034496"	1436.00	1801.00	1853.00	1746.00	2118.00	1819.00	2306.00	1847.00	2153.00	1622.00	1307.00	1559.00	1582.00	1036.00	2595.00
"FBgn0034497"	2.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	3.00
"FBgn0034498"	1425.00	2403.00	2700.00	1473.00	1806.00	1329.00	1890.00	1098.00	1525.00	1370.00	1078.00	1358.00	1296.00	1050.00	2899.00
"FBgn0034499"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034500"	171.00	177.00	131.00	459.00	433.00	412.00	28.00	28.00	20.00	289.00	206.00	189.00	212.00	188.00	262.00
"FBgn0034501"	1.00	0.00	1.00	6.00	8.00	27.00	1.00	2.00	3.00	2.00	0.00	1.00	0.00	0.00	2.00
"FBgn0034502"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034503"	1252.00	1247.00	1067.00	1573.00	1666.00	1440.00	783.00	854.00	806.00	1642.00	1473.00	1632.00	1603.00	1521.00	1637.00
"FBgn0034504"	781.00	1143.00	1214.00	1134.00	1225.00	1107.00	1059.00	893.00	1061.00	819.00	785.00	905.00	1098.00	1119.00	1514.00
"FBgn0034505"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034506"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034507"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034509"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034510"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034511"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034512"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034513"	0.00	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00
"FBgn0034514"	77.00	105.00	65.00	259.00	424.00	593.00	30.00	38.00	30.00	137.00	97.00	112.00	97.00	44.00	129.00
"FBgn0034515"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034517"	2.00	0.00	1.00	1.00	4.00	2.00	2.00	2.00	2.00	6.00	3.00	3.00	0.00	3.00	2.00
"FBgn0034518"	187.08	208.64	154.40	248.58	289.61	267.32	161.76	148.00	139.23	254.06	222.47	257.11	234.87	188.36	319.37
"FBgn0034519"	133.92	156.36	145.60	237.42	262.39	204.68	153.24	148.00	133.77	198.94	166.53	184.89	183.13	169.64	261.63
"FBgn0034520"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034521"	1217.00	1735.00	1663.00	1723.00	2043.00	1658.00	582.00	405.00	601.00	1230.00	1159.00	1400.00	1285.00	1079.00	2153.00
"FBgn0034523"	190.00	152.00	122.00	213.00	220.00	185.00	264.00	354.00	270.00	295.00	305.00	304.00	209.00	197.00	203.00
"FBgn0034527"	1751.00	2268.00	1904.00	2525.00	2752.00	2309.00	185.00	107.00	159.00	1800.00	1751.00	2125.00	1900.00	2086.00	2503.00
"FBgn0034528"	1339.00	1848.00	1863.00	1627.00	1933.00	1484.00	2153.00	1746.00	1854.00	1449.00	1065.00	1375.00	1122.00	847.00	2174.00
"FBgn0034529"	464.00	770.00	764.00	608.00	699.00	592.00	141.00	76.00	137.00	337.00	277.00	361.00	291.00	388.00	934.00
"FBgn0034530"	2.00	1.00	5.00	1.00	1.00	1.00	2.00	2.00	0.00	1.00	3.00	3.00	3.00	5.00	7.00
"FBgn0034532"	1.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034534"	1273.00	1271.00	926.00	1397.00	1391.00	1232.00	1306.00	1553.00	1320.00	1660.00	1531.00	1693.00	1611.00	1425.00	1646.00
